dRFl	dRFd	dJ	dth
0.9287858095	0.9281007545	0.911201714	99.0777967134
0.9286456536	0.9279243628	0.9110196536	99.0758222484
0.92847794	0.9277773825	0.9108321503	99.0738857731
0.9282739471	0.9276363842	0.9106428462	99.0719493167
0.9281012139	0.9274779461	0.9104517418	99.0699369408
0.9279565163	0.9273273277	0.9102624773	99.0678866166
0.9277420171	0.9271413675	0.9100550368	99.065874282
0.9275688741	0.9269540488	0.9098512586	99.0637670479
0.9273888593	0.9267731756	0.9096511416	99.0617547552
0.9272511047	0.926594156	0.9094565034	99.0597234993
0.9271060143	0.9263752249	0.9092655235	99.0577112476
0.9269861854	0.9262370866	0.909081838	99.0556990163
0.9268778412	0.926082898	0.9088963527	99.0536868055
0.9266538273	0.9258732037	0.9086945225	99.051693598
0.9264683937	0.9256750025	0.9084872608	99.0496434626
0.9262825197	0.9254814097	0.9082818405	99.0476123309
0.9260741794	0.9253378338	0.9080818961	99.0456002022
0.9258484274	0.9252112394	0.9078819737	99.043588094
0.9257172102	0.9251029989	0.9076966108	99.0415949881
0.925573616	0.9249842168	0.9075185349	99.0396398656
0.925412602	0.9248503095	0.9073332091	99.0376657809
0.9252754529	0.9246714758	0.9071479023	99.0356537532
0.9250612638	0.9244257222	0.9069626144	99.0337176705
0.9248383867	0.924181835	0.906768264	99.0317816066
0.9246517593	0.9240048994	0.906584831	99.0298455617
0.9245352986	0.9238806878	0.9064123118	99.0278336135
0.9244802804	0.9237624425	0.9062398091	99.0258216858
0.9243482433	0.923606627	0.9060419052	99.0237718182
0.9241928367	0.9234283718	0.9058603609	99.0218358515
0.923991607	0.9232386794	0.9056715742	99.0198239847
0.923848605	0.9230806174	0.9054955121	99.0179070363
0.9236561199	0.9228868381	0.9052976894	99.0159331682
0.9234650295	0.9226706355	0.9051089613	99.0139593198
0.9232258507	0.9224182785	0.9049021089	99.011966512
0.9230219775	0.9222415117	0.9046989086	99.0099167878
0.922832785	0.9220734617	0.9045066149	99.007905042
0.9226527724	0.9218912339	0.9043179693	99.0059312736
0.9225112481	0.9217209268	0.9041384115	99.0039954814
0.9223243977	0.9215254593	0.9039443641	99.0020597081
0.9221187925	0.9212929394	0.9037430845	99.0001239538
0.9219150416	0.9210755507	0.9035490794	98.9981502629
0.9217479368	0.9208870154	0.9033550952	98.9961386367
0.9215977844	0.920730985	0.9031738203	98.9942029403
0.9214256735	0.9205722227	0.9029853138	98.9922293084
0.9212009465	0.920431773	0.9027732674	98.9901797885
0.9210160593	0.9203064296	0.9025721183	98.9881492666
0.9208970823	0.9201408429	0.9023891102	98.9860808124
0.9207634712	0.9199908215	0.902209744	98.9840693088
0.9206554911	0.9198687094	0.9020267726	98.9820578257
0.920555295	0.9197049913	0.9018365744	98.9800843149
0.9204336029	0.9195225405	0.9016536409	98.9780918481
0.9202030505	0.919347423	0.901441751	98.9760424745
0.9199492018	0.9191165496	0.9012371288	98.9740690237
0.9197667268	0.9189611263	0.9010415824	98.9720766174
0.9195609497	0.9187668658	0.9008351953	98.9700273061
0.9194470962	0.9186306671	0.9006523634	98.9680349405
0.9192276395	0.918358757	0.9004478308	98.9660425949
0.9190562072	0.9181353181	0.9002650382	98.9641071927
0.9188966753	0.9179452565	0.9000768355	98.9620769382
0.9187001363	0.9177593259	0.8998777963	98.9601415748
0.9185991326	0.9176268561	0.8996968707	98.9581493086
0.9184428392	0.9174487222	0.8995123453	98.9561760362
0.9182797049	0.9172304175	0.8993242213	98.9541648366
0.9180795769	0.9170171617	0.8991288825	98.9521916039
0.9178625676	0.9168025609	0.8989353734	98.9502563371
0.9176661393	0.9166167461	0.8987364605	98.9482072518
0.9174797802	0.9164263853	0.8985448016	98.9461961331
0.9172505114	0.91623148	0.898354971	98.9442609249
0.9170495823	0.9160886234	0.8981723909	98.9423257357
0.9168829191	0.9159576434	0.8979916368	98.9403905654
0.9167386421	0.9158202841	0.8978109009	98.9384364421
0.9165829636	0.9157559433	0.8976265691	98.936482338
0.9164186252	0.9156345688	0.8974350286	98.9344903101
0.9162552144	0.9154424851	0.8972435085	98.9325172736
0.9161150944	0.9152951282	0.8970610414	98.930563228
0.9159517107	0.9151318176	0.8968713676	98.9285522886
0.9157924484	0.9149388744	0.8966799077	98.9264844571
0.9155852913	0.9147263412	0.8964866623	98.9244735592
0.9154210424	0.9145425609	0.8962988549	98.9224057704
0.9151956803	0.9143565193	0.8960984284	98.9203949139
0.9150091162	0.9141887333	0.8958998296	98.9184030479
0.9148663549	0.9140578891	0.8957193044	98.9164491417
0.9147131157	0.9138978799	0.8955369924	98.9145142245
0.9145297928	0.9136854676	0.8953510893	98.9124844787
0.9143045405	0.9134343424	0.895145355	98.9104547538
0.9140697422	0.9131577346	0.8949522751	98.9085198952
0.9138814695	0.912956343	0.8947700411	98.9066229934
0.9137032436	0.9127659071	0.8945770016	98.9046502348
0.9135377964	0.912585968	0.8943930021	98.9026016217
0.9133892256	0.9124224439	0.894216236	98.9006289032
0.9132224397	0.9122552908	0.8940376839	98.8986562044
0.9130966768	0.9121227635	0.8938573464	98.8966076534
0.9129435859	0.9119629237	0.8936662085	98.8945970591
0.9126843629	0.9117639405	0.8934606679	98.8926244205
0.912459338	0.9115699869	0.8932533483	98.8905948993
0.9122985579	0.9114010911	0.8930604725	98.8886033334
0.9121200311	0.9112185556	0.8928730243	98.8866307545
0.9119142004	0.910991891	0.8926855959	98.884696129
0.9117625746	0.91080075	0.8925126025	98.8827425557
0.9115795475	0.9105964333	0.8923216084	98.8807321024
0.9114092852	0.9104071537	0.892137841	98.8787216695
0.9112240177	0.9101855942	0.8919432843	98.8767112571
0.9110251151	0.9099977219	0.89175055	98.8747577627
0.9108112167	0.9098048659	0.8915542346	98.8727853219
0.9106146343	0.9096133947	0.8913597416	98.8708129008
0.9104653915	0.9094665077	0.8911796744	98.8688404994
0.910305697	0.9092859847	0.8909978249	98.8669060479
0.9101082594	0.9090681988	0.8908087932	98.8649336854
0.9098908298	0.9088645311	0.8906197816	98.8630182368
0.9096638757	0.9086590682	0.8904289901	98.8610648777
0.909438314	0.908387729	0.8902238222	98.8590167161
0.909253247	0.9081695963	0.8900276749	98.8569306473
0.9091004785	0.9079987439	0.88985314	98.8549583844
0.9089227196	0.9077901986	0.8896642298	98.8529861411
0.9087277048	0.9076084793	0.889469943	98.8509759903
0.9085449826	0.9074599372	0.8892720802	98.8489658599
0.9083636422	0.907299144	0.8890760378	98.8469747132
0.9081573271	0.907121107	0.888872824	98.8449835866
0.9079942002	0.9069444499	0.8886750276	98.8429355915
0.9078079172	0.9067423825	0.8884700618	98.8408496924
0.9076552702	0.906557136	0.8882795008	98.8388017402
0.9075008191	0.9063850735	0.88809615	98.8367917336
0.907348198	0.9062189283	0.8879146155	98.8348007096
0.9072164818	0.9060478057	0.8877402879	98.8328476292
0.9070561642	0.9058476535	0.8875569929	98.8309324915
0.9068472731	0.9056475235	0.8873629363	98.8289794494
0.9065993596	0.905414747	0.8871635115	98.8270453879
0.9063682767	0.905224192	0.8869659053	98.8250734231
0.906179891	0.9050708552	0.8867880786	98.8231583607
0.9060092259	0.9049152633	0.8866084738	98.8211674739
0.9058558226	0.9047909809	0.8864288872	98.8191576467
0.9057214919	0.9046521938	0.8862403408	98.8171478399
0.9055826335	0.9045052544	0.8860625868	98.815194934
0.9053897922	0.9043302126	0.8858776698	98.8132989273
0.9052019619	0.9041520138	0.885682002	98.811383979
0.9049969134	0.9039692989	0.8854791765	98.8094121704
0.9048036809	0.9038246816	0.885281758	98.8073645439
0.9046054803	0.9036705568	0.8850915392	98.8053169386
0.9043773724	0.9035264166	0.8849031351	98.8032693545
0.9042064238	0.9033677851	0.8847165451	98.8012217917
0.9039543379	0.9031022218	0.8845120364	98.79917425
0.9037421778	0.9028788344	0.8843093449	98.7971267296
0.9035314024	0.9026817509	0.8841138503	98.7951929797
0.9033963377	0.9025508268	0.8839398963	98.793297165
0.9032476876	0.9023999814	0.883758787	98.7913255369
0.9031203477	0.9022686248	0.8835741106	98.7893349708
0.9029626581	0.9021164443	0.8833840754	98.7873823397
0.9027723613	0.901934841	0.8831797207	98.7853349415
0.9026264807	0.9017772549	0.8829897279	98.7833633929
0.9025313475	0.9016667717	0.8828140924	98.7813539501
0.9023877513	0.9015083035	0.8826277227	98.7793445278
0.9022659072	0.9013901405	0.8824503315	98.7772972128
0.9020937995	0.9012027256	0.8822657918	98.7752878317
0.9018850278	0.9010352456	0.8820758974	98.7733163834
0.9017152204	0.9008700441	0.8819039351	98.7713449547
0.9015042288	0.9006704647	0.8817176616	98.7693356341
0.9013113696	0.9005125366	0.8815457343	98.7674021563
0.901069193	0.9003098297	0.8813487548	98.765449742
0.900882264	0.9001166459	0.8811607495	98.7634404815
0.9007609742	0.8999881698	0.880985296	98.7614122863
0.9006157087	0.8998370864	0.8808026996	98.7594409764
0.9004378763	0.8996281237	0.8806129627	98.7574696862
0.9002577993	0.8994571723	0.8804214565	98.7555363246
0.9000958358	0.8992717671	0.8802371291	98.7536029818
0.8998768916	0.899045237	0.8800277709	98.7515559336
0.8996860157	0.8988842869	0.8798291721	98.7495089067
0.8995127976	0.8987097898	0.8796359623	98.7474619009
0.8993459269	0.8985628818	0.879446351	98.7453770095
0.8991817847	0.8983816364	0.8792585487	98.7433300466
0.8990465934	0.8982085439	0.8790814964	98.741302058
0.898869368	0.8980155857	0.8788955212	98.739293043
0.8986220955	0.8977833403	0.8786988381	98.7373409066
0.898445364	0.8976012701	0.8785093279	98.735331932
0.8982727173	0.8973930189	0.8783180506	98.7332850732
0.8981190666	0.8972141499	0.8781375182	98.7312761398
0.8978660235	0.8969783954	0.8779284099	98.7292861788
0.897634701	0.8967670555	0.8777175395	98.7272583344
0.8974287045	0.8965611586	0.877522775	98.7252873654
0.8971865985	0.8963309072	0.8773173129	98.7233353674
0.8970380085	0.8961823881	0.8771297381	98.7213454864
0.8968627876	0.8959937099	0.8769439695	98.7193177236
0.8967178368	0.8958294226	0.8767689363	98.7173468339
0.8965408411	0.8956326587	0.876574277	98.7153570132
0.8963516738	0.8954706607	0.8763796394	98.713386163
0.8961516927	0.8952495727	0.8761868087	98.7114532329
0.8959643718	0.8950330233	0.8759957845	98.7094824217
0.8957639827	0.8948155979	0.8757940712	98.70753058
0.895565421	0.8945887277	0.875601305	98.7054840094
0.8953944048	0.8943718073	0.8754246212	98.7034753589
0.8952906299	0.8942284107	0.8752533086	98.7015235765
0.8951498665	0.8940737536	0.8750748757	98.6995528644
0.8949414488	0.893860953	0.8748821887	98.697582172
0.894768688	0.8937049754	0.8747020098	98.6956493966
0.8946536737	0.8935954386	0.8745361189	98.6937545372
0.894526941	0.8934539071	0.8743488417	98.691746006
0.8944033741	0.8933092321	0.8741615845	98.6897753915
0.894182418	0.8931032819	0.8739565163	98.687729005
0.8939673501	0.8928973554	0.8737586037	98.6857394829
0.8937414892	0.8926932549	0.8735553655	98.6837689284
0.8935341369	0.8925265675	0.8733610633	98.6818173409
0.893366019	0.8923472833	0.8731756942	98.6798468256
0.8932501936	0.8922112556	0.8730028197	98.677800542
0.893128968	0.8920653301	0.8728335261	98.6757921732
0.8929973868	0.8919212179	0.8726589036	98.6737838248
0.8928658152	0.8917654096	0.8724753907	98.6717376041
0.8927838132	0.8916753533	0.8722990226	98.669634566
0.8926067557	0.8915141637	0.8721084226	98.6675694423
0.892378364	0.8912962658	0.8719053764	98.6655801234
0.8922049499	0.8911157549	0.8717148195	98.6635529334
0.8920500176	0.8909631676	0.8715367477	98.6616204912
0.891885642	0.8907669389	0.8713444506	98.6595743966
0.8917100244	0.8905882816	0.8711539549	98.6575662133
0.8915051591	0.8903965936	0.8709545799	98.6555391056
0.8913160736	0.8902274214	0.8707534479	98.653493074
0.891119806	0.8900285746	0.8705612372	98.6514660082
0.890950115	0.8898468427	0.870377945	98.6494389631
0.89077864	0.8896718757	0.8701911135	98.6474119389
0.8906238316	0.8895099679	0.8700131975	98.6454417671
0.8904609373	0.889367861	0.8698246263	98.6434716149
0.8902670135	0.889218571	0.8696289608	98.641482539
0.8900587151	0.8889888149	0.8694262034	98.6394555965
0.8898454932	0.8887829138	0.8692270263	98.6374286749
0.8896633302	0.888615693	0.8690438745	98.6354207169
0.8894892808	0.8884493867	0.86886252	98.6334696076
0.8892855701	0.8882484916	0.8686687404	98.63146169
0.8890773866	0.8880049311	0.8684714275	98.6294537928
0.8889177808	0.8878292468	0.8682865781	98.6274269739
0.8887051452	0.887646841	0.8680946399	98.6254759436
0.888451634	0.887405609	0.8678867309	98.6234491656
0.8882718608	0.8872030353	0.867700167	98.6214792331
0.8880593024	0.8869654563	0.8675011876	98.6195282616
0.8879087744	0.8867984065	0.8673164415	98.6175394271
0.8877178243	0.8866035349	0.8671370434	98.6156074356
0.8875102736	0.886393421	0.8669452323	98.6136565222
0.8873171205	0.886230914	0.8667605454	98.6116866875
0.8871320727	0.8860616891	0.8665758782	98.6097168725
0.886980276	0.88588889	0.8664054336	98.6077849576
0.8868127757	0.8856923234	0.8662279049	98.6057583614
0.8866663944	0.8855249448	0.8660503945	98.603731786
0.8865043113	0.8853652095	0.8658711274	98.6017620504
0.8863422431	0.8852171531	0.8656883296	98.5997355161
0.8861348533	0.8850063063	0.8654931299	98.5977847597
0.8859557635	0.8848457207	0.865303275	98.5958150835
0.8857964381	0.8846779737	0.8651223112	98.5938833049
0.8856308447	0.884486026	0.8649395924	98.5919326064
0.8854329606	0.8842757147	0.8647515719	98.5899440501
0.8852059372	0.8840748437	0.864549384	98.5879176372
0.8850063063	0.8838556154	0.864348993	98.5858912452
0.8848425809	0.883694686	0.8641610367	98.5838838119
0.8846788707	0.8835570783	0.8639731008	98.581800648
0.8845205571	0.8833970724	0.8637905034	98.5797932564
0.8843268328	0.8832308072	0.8635955179	98.5777858852
0.8841438905	0.8830744156	0.8634023266	98.5758164088
0.8839596222	0.8828992197	0.8632197896	98.573884826
0.8837534078	0.8827173211	0.8630372719	98.571972199
0.8835328748	0.8824942297	0.8628370562	98.5700217173
0.8833208842	0.882277437	0.8626404067	98.5680523185
0.883150145	0.8821067986	0.8624579503	98.5661208118
0.8829735974	0.8819487153	0.8622719708	98.5641135798
0.8827598819	0.881757064	0.8620806986	98.56214424
0.8825708302	0.8815797602	0.8618947599	98.5601370485
0.8824239035	0.8814418696	0.8617194646	98.5580920065
0.8822828117	0.881293694	0.8615477279	98.556065921
0.8820763452	0.881085553	0.8613618466	98.554191337
0.8819151301	0.8809700789	0.8611830654	98.5522220963
0.881747661	0.8808326835	0.8609972235	98.5502339406
0.8815896099	0.8806966413	0.8608060927	98.5482079359
0.8814593292	0.8805847724	0.8606255998	98.5461819519
0.8812520638	0.8804120607	0.8604327411	98.5441370547
0.8810394519	0.8802196816	0.860243442	98.5421300466
0.8808796742	0.8800604256	0.8600594704	98.5401230589
0.8807418384	0.8798703213	0.8598772871	98.5381350252
0.8805847724	0.8796721875	0.8596898176	98.5360902115
0.880490808	0.8795272911	0.8595271249	98.5341022184
0.8803467389	0.8793596018	0.8593503023	98.5321521114
0.8801494462	0.8791655493	0.8591664262	98.5302020237
0.8799061041	0.8788955212	0.8589595891	98.5282519553
0.8797008104	0.8786925803	0.8587492419	98.526245109
0.8795402597	0.8785240768	0.8585618955	98.5242950797
0.879345293	0.8783354792	0.8583675009	98.5223829339
0.8791646551	0.8781759468	0.8581748954	98.5203761473
0.8789433543	0.8779797911	0.8579734778	98.5184072445
0.8787676747	0.8778109091	0.8577879825	98.5164004984
0.87858799	0.8776299822	0.8576042737	98.5144316353
0.8783828502	0.877418701	0.8574117537	98.5124627918
0.8781375182	0.8772034258	0.8572121917	98.5104561063
0.8779440475	0.8770069321	0.857025013	98.5083547877
0.8777863377	0.8768323392	0.8568431514	98.5063670745
0.8776679529	0.8767149117	0.8566736667	98.5043983116
0.8775294753	0.8765818666	0.8564989031	98.5024295685
0.8774008348	0.8764595454	0.8563294525	98.500460845
0.8772217366	0.8763149138	0.8561458999	98.4985110709
0.8770225615	0.8761046836	0.8559517791	98.4965802457
0.8768220695	0.8759275028	0.8557594447	98.4945926513
0.8766019566	0.8757293672	0.8555583109	98.4925861478
0.8764001736	0.8755504396	0.8553589646	98.4905607357
0.8762171603	0.8753367322	0.8551684607	98.4885542732
0.8760685319	0.8751819332	0.8549920871	98.486604617
0.8758918011	0.8749910186	0.8548122048	98.4846739085
0.875742754	0.8748255463	0.8546288149	98.482667506
0.8755482087	0.874629765	0.8544436816	98.48069898
0.8753211178	0.8744059145	0.8542497539	98.478692618
0.8750846891	0.8741713927	0.8540523228	98.476761987
0.8749035973	0.8739903955	0.8538654895	98.4747745926
0.8747327816	0.8737973821	0.853687488	98.4727493636
0.8745231872	0.8735843344	0.853490122	98.4706673743
0.8743359114	0.8734279079	0.8533068739	98.4686989682
0.8741540054	0.8732474333	0.8531218838	98.4666927285
0.8739208547	0.8730242053	0.8529175371	98.4646675826
0.8736957578	0.8728094699	0.8527167375	98.462604605
0.8735339734	0.8726580127	0.8525282892	98.4605984273
0.8733820077	0.8725079049	0.8523521881	98.4586301219
0.8731761398	0.8723030308	0.8521549765	98.4566618362
0.8730023741	0.8721128757	0.8519683508	98.4546935701
0.8727974419	0.8718911284	0.8517764645	98.4527820998
0.8726553401	0.8717214975	0.8516057215	98.4507760222
0.8724727183	0.8715652379	0.8514226759	98.4488267399
0.8722950144	0.8713920777	0.8512343706	98.4468585522
0.8721609691	0.8712474198	0.8510548841	98.4448146857
0.8720398474	0.8711214659	0.8508754164	98.4427708405
0.8719240771	0.8710093168	0.8506994862	98.4406891681
0.8717655732	0.8708522311	0.8505253331	98.4386453657
0.8716413626	0.8707178517	0.8503564744	98.4366583559
0.8714882263	0.8705585678	0.8501735631	98.4346524426
0.8713431153	0.8704019676	0.8500029808	98.4326276262
0.8712095882	0.8702738507	0.8498306574	98.4305839075
0.8710284528	0.8701106043	0.849653077	98.428559133
0.8708393267	0.8699144619	0.8494667255	98.4265722251
0.8706488862	0.8697583644	0.8492909409	98.4247177957
0.8704433407	0.8695560366	0.8491081442	98.4228633838
0.870231592	0.8693586229	0.8489218525	98.4209333002
0.8700505583	0.8691794583	0.848733824	98.4189653913
0.869844194	0.8689754198	0.8485352745	98.4169596583
0.8696912156	0.8688114063	0.8483525591	98.4149539456
0.8695324702	0.8686122996	0.8481645937	98.4129860965
0.8693781854	0.8684487647	0.8479871875	98.4109804244
0.8692159121	0.8682710268	0.8478062874	98.4089936938
0.8690296499	0.8680657622	0.8476201385	98.4070069834
0.8688305182	0.867858745	0.8474322542	98.4050013722
0.8686380755	0.8676166639	0.8472426352	98.4029579403
0.8684336562	0.867395045	0.8470372384	98.4008766888
0.8682639177	0.8672129745	0.8468546845	98.3988900603
0.8680839773	0.867025151	0.8466686401	98.3969034518
0.8678858424	0.8668519985	0.8464791065	98.3949357831
0.8676930602	0.8666508969	0.8462895941	98.3929302949
0.8675016317	0.8664555887	0.8460948395	98.3909248272
0.8672786953	0.8662505388	0.845889582	98.3888815415
0.8670824284	0.8661094147	0.8456966275	98.3868004389
0.86685777	0.865929254	0.8455019412	98.3847761148
0.8666992834	0.8657956988	0.8453213064	98.3827518115
0.8664919854	0.8656484006	0.8451319237	98.3807275291
0.8663282064	0.8654838141	0.844961848	98.3787978587
0.8661529045	0.8653019443	0.844783024	98.3768492891
0.8660135633	0.8651387213	0.8446042189	98.3748439853
0.8658933129	0.8649945834	0.8444254327	98.3727630312
0.8657659719	0.8648344935	0.8442431605	98.3706442642
0.8655814107	0.8646690977	0.8440556509	98.3686768581
0.8654137254	0.8644944072	0.8438751706	98.3666716375
0.8651954928	0.8643161878	0.8436719344	98.3646664374
0.8650318364	0.8641481819	0.8434879918	98.362585591
0.8648965765	0.8639970349	0.8433093238	98.3605425995
0.8647502417	0.8638051282	0.8431359289	98.3585374618
0.8645954949	0.8636154586	0.8429678054	98.3565512607
0.8644070685	0.863432899	0.8427716824	98.3545650797
0.8642248686	0.8632592195	0.8425790839	98.352560003
0.864022299	0.8630434736	0.8423795051	98.3505171156
0.8638326055	0.8628135811	0.8421904522	98.3486066568
0.8636513524	0.8626187058	0.8420049209	98.3466583863
0.8634816388	0.8624304949	0.84182641	98.34472905
0.8632920046	0.8622604585	0.8416339196	98.3427997327
0.8631077072	0.8620687448	0.8414519488	98.3408704343
0.8629088122	0.8618602306	0.8412699978	98.3389411548
0.8627139262	0.8616707746	0.8410845679	98.3369740658
0.8625536047	0.8615198444	0.8409079037	98.3348935123
0.8623915268	0.8613729104	0.8407260115	98.3327751531
0.862182088	0.861140143	0.8405336469	98.330694644
0.8619465551	0.8609419173	0.8403378073	98.3287276375
0.8617194646	0.8607176135	0.8401367459	98.3267228241
0.8615003705	0.8605070511	0.8399374565	98.3247558573
0.8613078563	0.860319513	0.83974693	98.3227889102
0.8611202309	0.8601523382	0.839572154	98.3209354588
0.8609171407	0.8599865063	0.8393939013	98.3190063748
0.8607406176	0.8598498728	0.8392139201	98.3170205729
0.8605871148	0.8597013128	0.839028717	98.315034791
0.8604380488	0.8595523235	0.8388522689	98.3130301173
0.8602629017	0.8593759405	0.8386636122	98.3109876405
0.8601306686	0.8592371455	0.838488949	98.3090019196
0.8599869485	0.8590771473	0.838328275	98.3070729527
0.8598242276	0.8589043484	0.8381606315	98.3051250936
0.8596235008	0.8586741241	0.8379720526	98.3031205209
0.8594325225	0.858461161	0.8377869866	98.3011537902
0.8592446596	0.8582535253	0.837601941	98.2991870791
0.8590665403	0.8580613742	0.8374204067	98.297182567
0.8588614828	0.8578551118	0.8372301659	98.2951780752
0.8586511476	0.857636068	0.8370382016	98.293192514
0.8584461397	0.8574104291	0.8368514939	98.2911880629
0.8582681032	0.8572400054	0.8366770196	98.2892025419
0.8580763922	0.8570563552	0.8364920966	98.2871603127
0.8578608533	0.8568418272	0.836300217	98.2851559232
0.8576418087	0.8566326221	0.8361101035	98.2831893722
0.8574603232	0.8564684537	0.835926987	98.2811661143
0.857276208	0.8563162149	0.8357438906	98.2792374205
0.8570598867	0.8561401642	0.8355486099	98.2772520202
0.8568171097	0.8559120753	0.8353411492	98.2752477317
0.8566224715	0.8557241564	0.8351459155	98.2732434637
0.8564512435	0.8555464024	0.834959419	98.2711824923
0.8562778263	0.8553580826	0.8347764286	98.2691404503
0.856104868	0.8551852172	0.8345882309	98.267079522
0.8558891357	0.8549947326	0.8343878584	98.2650753373
0.8557118056	0.85482499	0.8342031886	98.2630711729
0.8555649267	0.8546817138	0.8340237649	98.2611048429
0.8553704308	0.8545164101	0.833835652	98.2592141595
0.8552407792	0.8543991644	0.8336719414	98.257247868
0.855098791	0.8542391766	0.8335065055	98.2553383153
0.8549263926	0.8540510008	0.8333219332	98.2533531565
0.8547791403	0.8538932488	0.8331443453	98.2513680177
0.8545948723	0.8536936561	0.8329563316	98.2493639931
0.8544564639	0.8535310912	0.8327857449	98.2473788946
0.8543141002	0.8533707442	0.8326082141	98.2453749108
0.8541475099	0.8532170191	0.8324272218	98.2433331369
0.8539628694	0.8530602249	0.832237549	98.2413102893
